id,date,positive,negative,totalTestResults,recovered,death
NC,2020-10-25,260099.0,3584354.0,3844453.0,218541.0,4157.0
ND,2020-10-25,37719.0,245691.0,784157.0,30757.0,461.0
NY,2020-10-25,495464.0,13256659.0,13752123.0,79092.0,25730.0
UT,2020-10-25,104882.0,896357.0,1329460.0,77145.0,572.0
AR,2020-10-24,105318.0,1181805.0,1280018.0,93977.0,1797.0
CO,2020-10-24,93400.0,1050755.0,1818196.0,7513.0,2076.0
CT,2020-10-24,66052.0,2049692.0,2115744.0,9800.0,4577.0
IN,2020-10-24,160454.0,1457877.0,2681197.0,113498.0,4118.0
MS,2020-10-24,115088.0,729544.0,844632.0,97675.0,3255.0
NC,2020-10-24,258292.0,3550785.0,3809077.0,218541.0,4144.0
ND,2020-10-24,36874.0,244794.0,775786.0,30116.0,453.0
NY,2020-10-24,493832.0,13137461.0,13631293.0,78960.0,25718.0
UT,2020-10-24,103117.0,889617.0,1318345.0,75776.0,568.0
AR,2020-10-23,104135.0,1170162.0,1267501.0,93215.0,1782.0
CO,2020-10-23,91572.0,1039329.0,1790404.0,7463.0,2076.0
CT,2020-10-23,66052.0,2049692.0,2115744.0,9800.0,4577.0
IN,2020-10-23,157713.0,1447883.0,2642522.0,112914.0,4092.0
MS,2020-10-23,113876.0,729544.0,843420.0,97675.0,3238.0
NC,2020-10-23,255708.0,3507607.0,3763315.0,218541.0,4114.0
ND,2020-10-23,35939.0,243763.0,768409.0,29136.0,445.0
NY,2020-10-23,491771.0,12982582.0,13474353.0,78854.0,25705.0
UT,2020-10-23,101509.0,882628.0,1305371.0,74688.0,567.0
AR,2020-10-22,102798.0,1159242.0,1255534.0,92288.0,1772.0
CO,2020-10-22,90222.0,1029978.0,1764648.0,7394.0,2070.0
CT,2020-10-22,65373.0,2026890.0,2092263.0,9800.0,4569.0
IN,2020-10-22,155246.0,1439119.0,2611265.0,111792.0,4065.0
MS,2020-10-22,113081.0,729544.0,842625.0,97675.0,3231.0
NC,2020-10-22,252992.0,3474683.0,3727675.0,218541.0,4082.0
ND,2020-10-22,35052.0,242640.0,760318.0,28271.0,427.0
NY,2020-10-22,490134.0,12842711.0,13332845.0,78753.0,25694.0
UT,2020-10-22,99549.0,876577.0,1293019.0,73586.0,563.0
AR,2020-10-21,101596.0,1147353.0,1242752.0,91317.0,1751.0
CO,2020-10-21,88849.0,1021394.0,1742583.0,7352.0,2066.0
CT,2020-10-21,64871.0,2005255.0,2070126.0,9651.0,4567.0
IN,2020-10-21,152396.0,1428713.0,2574800.0,110746.0,4023.0
MS,2020-10-21,112123.0,729544.0,841667.0,97675.0,3223.0
NC,2020-10-21,250592.0,3441451.0,3692043.0,218541.0,4032.0
ND,2020-10-21,34165.0,241431.0,752495.0,27769.0,427.0
NY,2020-10-21,488506.0,12708998.0,13197504.0,78645.0,25679.0
UT,2020-10-21,98006.0,868886.0,1280311.0,72606.0,557.0
AR,2020-10-20,100441.0,1137234.0,1231652.0,90283.0,1728.0
CO,2020-10-20,87582.0,1014193.0,1724038.0,7286.0,2060.0
CT,2020-10-20,64455.0,1989807.0,2054262.0,9651.0,4559.0
IN,2020-10-20,150664.0,1421686.0,2551406.0,109675.0,4008.0
MS,2020-10-20,111322.0,729544.0,840866.0,97675.0,3202.0
NC,2020-10-20,248750.0,3423043.0,3671793.0,218541.0,3992.0
ND,2020-10-20,33666.0,240906.0,746364.0,27222.0,417.0
NY,2020-10-20,486480.0,12586235.0,13072715.0,78530.0,25672.0
UT,2020-10-20,96643.0,863299.0,1268464.0,71693.0,551.0
AR,2020-10-19,99597.0,1130124.0,1223914.0,89217.0,1714.0
CO,2020-10-19,86374.0,1008906.0,1708450.0,7225.0,2051.0
CT,2020-10-19,64021.0,1975576.0,2039597.0,9651.0,4554.0
IN,2020-10-19,149166.0,1415556.0,2533863.0,108462.0,3960.0
MS,2020-10-19,110592.0,729544.0,840136.0,97675.0,3171.0
NC,2020-10-19,247172.0,3401192.0,3648364.0,218541.0,3939.0
ND,2020-10-19,32637.0,240100.0,741160.0,26392.0,413.0
NY,2020-10-19,485279.0,12496896.0,12982175.0,78442.0,25659.0
UT,2020-10-19,95562.0,859317.0,1260142.0,71035.0,546.0
AR,2020-10-18,99066.0,1122588.0,1215944.0,88450.0,1704.0
CO,2020-10-18,85302.0,1000666.0,1689313.0,7176.0,2042.0
CT,2020-10-18,62830.0,1904803.0,1967633.0,9651.0,4542.0
IN,2020-10-18,147582.0,1407855.0,2512174.0,107148.0,3937.0
MS,2020-10-18,110006.0,729544.0,839550.0,94165.0,3171.0
NC,2020-10-18,246028.0,3371230.0,3617258.0,206471.0,3934.0
ND,2020-10-18,31978.0,238577.0,733088.0,25922.0,409.0
NY,2020-10-18,484281.0,12415885.0,12900166.0,78362.0,25644.0
UT,2020-10-18,94394.0,853851.0,1252983.0,70166.0,543.0
AR,2020-10-17,98422.0,1114815.0,1207642.0,87920.0,1684.0
CO,2020-10-17,84369.0,991408.0,1668053.0,7127.0,2042.0
CT,2020-10-17,62830.0,1904803.0,1967633.0,9651.0,4542.0
IN,2020-10-17,145977.0,1399950.0,2485506.0,106319.0,3918.0
MS,2020-10-17,110006.0,729544.0,839550.0,94165.0,3171.0
NC,2020-10-17,243725.0,3338847.0,3582572.0,206471.0,3929.0
ND,2020-10-17,31261.0,237411.0,726187.0,25492.0,404.0
NY,2020-10-17,482891.0,12288512.0,12771403.0,78235.0,25637.0
UT,2020-10-17,93297.0,847947.0,1243404.0,69110.0,540.0
AR,2020-10-16,97539.0,1105781.0,1197898.0,87256.0,1665.0
CO,2020-10-16,83230.0,982254.0,1646557.0,7087.0,2042.0
CT,2020-10-16,62830.0,1904803.0,1967633.0,9651.0,4542.0
IN,2020-10-16,143495.0,1389454.0,2451285.0,106319.0,3887.0
MS,2020-10-16,109255.0,729544.0,838799.0,94165.0,3160.0
NC,2020-10-16,241623.0,3298108.0,3539731.0,206471.0,3910.0
ND,2020-10-16,30517.0,236346.0,719017.0,24882.0,393.0
NY,2020-10-16,481107.0,12130324.0,12611431.0,78117.0,25628.0
UT,2020-10-16,91957.0,833471.0,1231602.0,68092.0,537.0
AR,2020-10-15,96524.0,1094699.0,1186002.0,86447.0,1645.0
CO,2020-10-15,81918.0,974189.0,1625527.0,7034.0,2029.0
CT,2020-10-15,62028.0,1872541.0,1934569.0,9651.0,4540.0
IN,2020-10-15,141212.0,1380190.0,2450279.0,105594.0,3864.0
MS,2020-10-15,108139.0,704655.0,812794.0,94165.0,3152.0
NC,2020-10-15,238939.0,3261824.0,3500763.0,206471.0,3874.0
ND,2020-10-15,29653.0,235108.0,710266.0,24336.0,375.0
NY,2020-10-15,479400.0,11995992.0,12475392.0,78006.0,25618.0
UT,2020-10-15,90461.0,833471.0,1219473.0,66683.0,529.0
AR,2020-10-14,95246.0,1083107.0,1173342.0,85597.0,1634.0
CO,2020-10-14,80777.0,964490.0,1602956.0,6968.0,2025.0
CT,2020-10-14,61861.0,1856863.0,1918724.0,9522.0,4537.0
IN,2020-10-14,139269.0,1371791.0,2442572.0,104647.0,3836.0
MS,2020-10-14,106817.0,704655.0,811472.0,94165.0,3140.0
NC,2020-10-14,236407.0,3230828.0,3467235.0,206471.0,3856.0
ND,2020-10-14,28947.0,234286.0,703534.0,23823.0,370.0
NY,2020-10-14,477940.0,11864240.0,12342180.0,77870.0,25605.0
UT,2020-10-14,88963.0,828058.0,1206166.0,65472.0,527.0
AR,2020-10-13,94167.0,1073314.0,1162665.0,84804.0,1611.0
CO,2020-10-13,80085.0,957890.0,1588632.0,6922.0,2009.0
CT,2020-10-13,61697.0,1848651.0,1910348.0,9522.0,4533.0
IN,2020-10-13,138104.0,1365819.0,2421127.0,103722.0,3822.0
MS,2020-10-13,105941.0,704655.0,810596.0,94165.0,3115.0
NC,2020-10-13,234481.0,3210102.0,3444583.0,206471.0,3816.0
ND,2020-10-13,28245.0,233500.0,696068.0,23288.0,362.0
NY,2020-10-13,476708.0,11753728.0,12230436.0,77755.0,25598.0
UT,2020-10-13,87819.0,821305.0,1194421.0,64583.0,522.0
AR,2020-10-12,93487.0,1066196.0,1155066.0,84055.0,1586.0
CO,2020-10-12,79037.0,949672.0,1571329.0,6869.0,1998.0
CT,2020-10-12,61377.0,1835567.0,1896944.0,9522.0,4532.0
IN,2020-10-12,136555.0,1359297.0,2393732.0,102769.0,3795.0
MS,2020-10-12,105228.0,704655.0,809883.0,94165.0,3101.0
NC,2020-10-12,232747.0,3185067.0,3417814.0,206471.0,3773.0
ND,2020-10-12,27737.0,232602.0,691049.0,22846.0,350.0
NY,2020-10-12,475315.0,11656051.0,12131366.0,77631.0,25587.0
UT,2020-10-12,86832.0,814165.0,1185818.0,63961.0,522.0
AR,2020-10-11,92833.0,1058352.0,1146654.0,83454.0,1569.0
CO,2020-10-11,78461.0,944103.0,1560179.0,6835.0,1998.0
CT,2020-10-11,60038.0,1736501.0,1796539.0,9522.0,4530.0
IN,2020-10-11,134981.0,1351201.0,2387385.0,101184.0,3789.0
MS,2020-10-11,104932.0,704655.0,809587.0,90577.0,3101.0
NC,2020-10-11,231471.0,3156779.0,3388250.0,192644.0,3770.0
ND,2020-10-11,27265.0,231771.0,685711.0,22500.0,343.0
NY,2020-10-11,474286.0,11565287.0,12039573.0,77631.0,25574.0
UT,2020-10-11,85844.0,810922.0,1179384.0,63307.0,517.0
AR,2020-10-10,92220.0,1049968.0,1137716.0,82924.0,1552.0
CO,2020-10-10,77642.0,934531.0,1541162.0,6814.0,1998.0
CT,2020-10-10,60038.0,1736501.0,1796539.0,9522.0,4530.0
IN,2020-10-10,133411.0,1341228.0,2378319.0,101184.0,3782.0
MS,2020-10-10,104638.0,704655.0,809293.0,90577.0,3096.0
NC,2020-10-10,229752.0,3121063.0,3350815.0,192644.0,3765.0
ND,2020-10-10,26628.0,230558.0,678197.0,22123.0,340.0
NY,2020-10-10,473143.0,11448176.0,11921319.0,77514.0,25569.0
UT,2020-10-10,84644.0,806075.0,1168570.0,62401.0,510.0
AR,2020-10-09,90145.0,1025546.0,1111526.0,81563.0,1503.0
CO,2020-10-09,76619.0,924468.0,1518454.0,6792.0,1998.0
CT,2020-10-09,60038.0,1736501.0,1796539.0,9522.0,4530.0
IN,2020-10-09,131493.0,1331943.0,2353729.0,101184.0,3761.0
MS,2020-10-09,103681.0,704655.0,808336.0,90577.0,3080.0
NC,2020-10-09,227431.0,3083854.0,3311285.0,192644.0,3747.0
ND,2020-10-09,26040.0,229156.0,670039.0,21755.0,325.0
NY,2020-10-09,471696.0,11315044.0,11786740.0,77432.0,25561.0
UT,2020-10-09,83290.0,796879.0,1155601.0,61326.0,505.0
AR,2020-10-08,90145.0,1025546.0,1111526.0,81563.0,1503.0
CO,2020-10-08,75785.0,914437.0,1496198.0,6756.0,1997.0
CT,2020-10-08,59748.0,1719510.0,1779258.0,9522.0,4527.0
IN,2020-10-08,129677.0,1321714.0,2323256.0,100528.0,3742.0
MS,2020-10-08,102819.0,704655.0,807474.0,90577.0,3074.0
NC,2020-10-08,225397.0,3043558.0,3268955.0,192644.0,3722.0
ND,2020-10-08,25384.0,228023.0,661206.0,21242.0,314.0
NY,2020-10-08,470104.0,11177336.0,11647440.0,77351.0,25555.0
UT,2020-10-08,81947.0,789833.0,1142324.0,60220.0,501.0
AR,2020-10-07,88880.0,1012643.0,1097556.0,80703.0,1482.0
CO,2020-10-07,74922.0,905115.0,1477301.0,6727.0,1990.0
CT,2020-10-07,59364.0,1692681.0,1752045.0,9408.0,4522.0
IN,2020-10-07,128227.0,1312690.0,2293378.0,99802.0,3727.0
MS,2020-10-07,102241.0,704655.0,806896.0,90577.0,3051.0
NC,2020-10-07,222969.0,3012304.0,3235273.0,192644.0,3693.0
ND,2020-10-07,24857.0,226816.0,654648.0,20847.0,308.0
NY,2020-10-07,468268.0,11033361.0,11501629.0,77267.0,25545.0
UT,2020-10-07,80446.0,781828.0,1129819.0,59289.0,496.0
AR,2020-10-06,88071.0,1003441.0,1087671.0,79052.0,1447.0
CO,2020-10-06,74191.0,896400.0,1459332.0,6696.0,1983.0
CT,2020-10-06,59241.0,1685193.0,1744434.0,9408.0,4521.0
IN,2020-10-06,126946.0,1305273.0,2258611.0,98988.0,3711.0
MS,2020-10-06,100703.0,704655.0,805358.0,90577.0,3013.0
NC,2020-10-06,221258.0,2995428.0,3216686.0,192644.0,3670.0
ND,2020-10-06,24364.0,225723.0,648406.0,20392.0,284.0
NY,2020-10-06,466908.0,10926475.0,11393383.0,77192.0,25536.0
UT,2020-10-06,79439.0,777621.0,1117631.0,58534.0,488.0
AR,2020-10-05,87430.0,995446.0,1079144.0,79052.0,1447.0
CO,2020-10-05,73537.0,889084.0,1444262.0,6655.0,1983.0
CT,2020-10-05,59120.0,1667601.0,1726721.0,9408.0,4517.0
IN,2020-10-05,125976.0,1299199.0,2226835.0,98127.0,3681.0
MS,2020-10-05,100703.0,704655.0,805358.0,90577.0,3013.0
NC,2020-10-05,219754.0,2974162.0,3193916.0,192644.0,3637.0
ND,2020-10-05,23862.0,224790.0,642669.0,19892.0,280.0
NY,2020-10-05,465515.0,10831509.0,11297024.0,77141.0,25527.0
UT,2020-10-05,78723.0,775689.0,1106862.0,57965.0,482.0
AR,2020-10-04,87013.0,989037.0,1072343.0,78358.0,1425.0
CO,2020-10-04,73076.0,882743.0,1430540.0,6635.0,1968.0
CT,2020-10-04,58297.0,1618113.0,1676410.0,9408.0,4513.0
IN,2020-10-04,125146.0,1292917.0,2220593.0,96845.0,3674.0
MS,2020-10-04,100488.0,638843.0,739331.0,89737.0,3013.0
NC,2020-10-04,217496.0,2943472.0,3160968.0,184422.0,3634.0
ND,2020-10-04,23550.0,224042.0,638320.0,19497.0,277.0
NY,2020-10-04,464582.0,10756038.0,11220620.0,77090.0,25519.0
UT,2020-10-04,77618.0,772212.0,1099329.0,57392.0,478.0
AR,2020-10-03,86525.0,981887.0,1064738.0,77772.0,1407.0
CO,2020-10-03,72555.0,874840.0,1414336.0,6609.0,1968.0
CT,2020-10-03,58297.0,1618113.0,1676410.0,9408.0,4513.0
IN,2020-10-03,124059.0,1284416.0,2212210.0,96845.0,3669.0
MS,2020-10-03,100167.0,638843.0,739010.0,89737.0,3011.0
NC,2020-10-03,216886.0,2919380.0,3136266.0,184422.0,3629.0
ND,2020-10-03,23134.0,222872.0,632299.0,19079.0,274.0
NY,2020-10-03,463360.0,10646931.0,11110291.0,77004.0,25505.0
UT,2020-10-03,76225.0,766659.0,1089734.0,56751.0,476.0
AR,2020-10-02,85779.0,971951.0,1054260.0,76186.0,1391.0
CO,2020-10-02,71898.0,866023.0,1396346.0,6576.0,1968.0
CT,2020-10-02,58297.0,1618113.0,1676410.0,9408.0,4513.0
IN,2020-10-02,122640.0,1275882.0,2186481.0,94816.0,3656.0
MS,2020-10-02,99558.0,638843.0,738401.0,89737.0,2999.0
NC,2020-10-02,214684.0,2885020.0,3099704.0,184422.0,3608.0
ND,2020-10-02,22694.0,221618.0,626450.0,18691.0,267.0
NY,2020-10-02,461629.0,10514395.0,10976024.0,76834.0,25497.0
UT,2020-10-02,75157.0,759967.0,1078399.0,56167.0,474.0
AR,2020-10-01,84821.0,961085.0,1042616.0,76186.0,1384.0
CO,2020-10-01,71218.0,855990.0,1376920.0,6556.0,1962.0
CT,2020-10-01,57742.0,1546638.0,1604380.0,9408.0,4511.0
IN,2020-10-01,121176.0,1266555.0,2159880.0,95655.0,3645.0
MS,2020-10-01,98886.0,638843.0,737729.0,89737.0,2979.0
NC,2020-10-01,212909.0,2850752.0,3063661.0,184422.0,3579.0
ND,2020-10-01,22218.0,220682.0,619331.0,18272.0,259.0
NY,2020-10-01,460031.0,10396500.0,10856531.0,76834.0,25490.0
UT,2020-10-01,74050.0,753086.0,1066905.0,55510.0,459.0
AR,2020-09-30,83697.0,949107.0,1029717.0,75312.0,1369.0
CO,2020-09-30,70536.0,845848.0,1357159.0,6531.0,1960.0
CT,2020-09-30,57550.0,1536443.0,1593993.0,9310.0,4508.0
IN,2020-09-30,120019.0,1259831.0,2133262.0,94816.0,3632.0
MS,2020-09-30,98190.0,638843.0,737033.0,89737.0,2969.0
NC,2020-09-30,210632.0,2824239.0,3034871.0,184422.0,3532.0
ND,2020-09-30,21846.0,219646.0,613487.0,17938.0,249.0
NY,2020-09-30,458649.0,10288664.0,10747313.0,76754.0,25479.0
UT,2020-09-30,73042.0,746945.0,1056118.0,55141.0,459.0
AR,2020-09-29,82755.0,927902.0,1007905.0,74440.0,1350.0
CO,2020-09-29,70025.0,837127.0,1341180.0,6500.0,1952.0
CT,2020-09-29,57329.0,1524263.0,1581592.0,9310.0,4505.0
IN,2020-09-29,119066.0,1252289.0,2101635.0,93921.0,3612.0
MS,2020-09-29,97638.0,638843.0,736481.0,89737.0,2957.0
NC,2020-09-29,209137.0,2810449.0,3019586.0,184422.0,3494.0
ND,2020-09-29,21401.0,218447.0,608385.0,17511.0,242.0
NY,2020-09-29,457649.0,10191704.0,10649353.0,76649.0,25470.0
UT,2020-09-29,72136.0,740073.0,1045019.0,54844.0,457.0
AR,2020-09-28,82049.0,918177.0,997698.0,73573.0,1329.0
CO,2020-09-28,69490.0,830384.0,1326642.0,6469.0,1945.0
CT,2020-09-28,57147.0,1514059.0,1571206.0,9310.0,4503.0
IN,2020-09-28,118322.0,1247972.0,2071583.0,92847.0,3591.0
MS,2020-09-28,97049.0,638843.0,735892.0,89737.0,2921.0
NC,2020-09-28,208248.0,2796285.0,3004533.0,184422.0,3445.0
ND,2020-09-28,20983.0,217754.0,603922.0,17080.0,237.0
NY,2020-09-28,456460.0,10104662.0,10561122.0,76649.0,25468.0
UT,2020-09-28,71442.0,734554.0,1036100.0,54530.0,453.0
AR,2020-09-27,81242.0,861892.0,940627.0,72602.0,1308.0
CO,2020-09-27,69079.0,824302.0,1313403.0,6441.0,1940.0
CT,2020-09-27,56587.0,1462564.0,1519151.0,9310.0,4501.0
IN,2020-09-27,117450.0,1241410.0,2066481.0,92552.0,3580.0
MS,2020-09-27,96859.0,634036.0,730895.0,85327.0,2919.0
NC,2020-09-27,207380.0,2771348.0,2978728.0,176422.0,3441.0
ND,2020-09-27,20724.0,216894.0,600067.0,16727.0,234.0
NY,2020-09-27,455626.0,10052560.0,10508186.0,76595.0,25456.0
UT,2020-09-27,70615.0,730693.0,1029828.0,54201.0,453.0
AR,2020-09-26,80755.0,855635.0,933895.0,72051.0,1285.0
CO,2020-09-26,68510.0,814332.0,1295655.0,6424.0,1940.0
CT,2020-09-26,56587.0,1462564.0,1519151.0,9310.0,4501.0
IN,2020-09-26,116549.0,1233841.0,2058965.0,92306.0,3577.0
MS,2020-09-26,96677.0,634036.0,730713.0,85327.0,2911.0
NC,2020-09-26,206090.0,2741713.0,2947803.0,176422.0,3440.0
ND,2020-09-26,20380.0,215849.0,594628.0,16481.0,230.0
NY,2020-09-26,454760.0,9968656.0,10423416.0,76528.0,25450.0
UT,2020-09-26,69547.0,724940.0,1020427.0,53806.0,448.0
AR,2020-09-25,79946.0,848822.0,926294.0,71426.0,1266.0
CO,2020-09-25,67926.0,804806.0,1277613.0,6404.0,1940.0
CT,2020-09-25,56587.0,1462564.0,1519151.0,9310.0,4501.0
IN,2020-09-25,115407.0,1226055.0,2036233.0,91866.0,3566.0
MS,2020-09-25,96032.0,630354.0,726386.0,85327.0,2894.0
NC,2020-09-25,204331.0,2703286.0,2907617.0,176422.0,3409.0
ND,2020-09-25,19885.0,214749.0,587564.0,16104.0,222.0
NY,2020-09-25,453755.0,9869708.0,10323463.0,76456.0,25446.0
UT,2020-09-25,68530.0,717197.0,1008006.0,53360.0,448.0
AR,2020-09-24,79049.0,840737.0,917413.0,70737.0,1246.0
CO,2020-09-24,67217.0,795588.0,1260861.0,6384.0,1935.0
CT,2020-09-24,56472.0,1449001.0,1505473.0,9310.0,4499.0
IN,2020-09-24,114236.0,1217372.0,2009701.0,90979.0,3548.0
MS,2020-09-24,95310.0,626449.0,721759.0,85327.0,2874.0
NC,2020-09-24,198189.0,2672002.0,2870191.0,176422.0,3356.0
ND,2020-09-24,19451.0,213662.0,582104.0,15757.0,216.0
NY,2020-09-24,452847.0,9775798.0,10228645.0,76382.0,25439.0
UT,2020-09-24,67119.0,711293.0,998113.0,52860.0,444.0
AR,2020-09-23,77963.0,831301.0,906947.0,69952.0,1229.0
CO,2020-09-23,66669.0,786923.0,1245745.0,6351.0,1926.0
CT,2020-09-23,56315.0,1433583.0,1489898.0,9204.0,4497.0
IN,2020-09-23,113337.0,1209482.0,1983626.0,90069.0,3530.0
MS,2020-09-23,94573.0,622138.0,716711.0,85327.0,2870.0
NC,2020-09-23,196501.0,2645926.0,2842427.0,176422.0,3316.0
ND,2020-09-23,18981.0,212871.0,575479.0,15476.0,206.0
NY,2020-09-23,451892.0,9683800.0,10135692.0,76306.0,25437.0
UT,2020-09-23,65921.0,703989.0,986091.0,52357.0,444.0
AR,2020-09-22,76981.0,823225.0,897997.0,69184.0,1209.0
CO,2020-09-22,66053.0,779058.0,1232288.0,6332.0,1926.0
CT,2020-09-22,56160.0,1423664.0,1479824.0,9204.0,4496.0
IN,2020-09-22,112626.0,1202814.0,1952598.0,89072.0,3520.0
MS,2020-09-22,94021.0,618480.0,712501.0,85327.0,2846.0
NC,2020-09-22,195549.0,2629380.0,2824929.0,176422.0,3286.0
ND,2020-09-22,18508.0,211562.0,568540.0,15220.0,199.0
NY,2020-09-22,451227.0,9613535.0,10064762.0,76246.0,25432.0
UT,2020-09-22,65044.0,697315.0,975211.0,51945.0,443.0
AR,2020-09-21,76364.0,817238.0,891524.0,66934.0,1197.0
CO,2020-09-21,65399.0,773485.0,1219137.0,6306.0,1914.0
CT,2020-09-21,56024.0,1411742.0,1467766.0,9204.0,4495.0
IN,2020-09-21,112027.0,1196618.0,1925159.0,88173.0,3512.0
MS,2020-09-21,93556.0,613350.0,706906.0,85327.0,2810.0
NC,2020-09-21,194381.0,2623158.0,2817539.0,176422.0,3247.0
ND,2020-09-21,18244.0,211267.0,565843.0,14841.0,196.0
NY,2020-09-21,450473.0,9530292.0,9980765.0,76218.0,25428.0
UT,2020-09-21,64394.0,691696.0,967049.0,51660.0,441.0
AR,2020-09-20,75723.0,810294.0,883984.0,66397.0,1181.0
CO,2020-09-20,64857.0,767852.0,1208425.0,6291.0,1913.0
CT,2020-09-20,55527.0,1366621.0,1422148.0,9204.0,4492.0
IN,2020-09-20,111505.0,1190435.0,1920887.0,87090.0,3506.0
MS,2020-09-20,93364.0,609799.0,703163.0,78971.0,2810.0
NC,2020-09-20,193581.0,2611237.0,2804818.0,167257.0,3243.0
ND,2020-09-20,17958.0,210297.0,562599.0,14558.0,195.0
NY,2020-09-20,449900.0,9472546.0,9922446.0,76179.0,25427.0
UT,2020-09-20,63772.0,688333.0,961058.0,51410.0,440.0
AR,2020-09-19,75160.0,794097.0,866435.0,66003.0,1173.0
CO,2020-09-19,64356.0,761346.0,1195379.0,6274.0,1913.0
CT,2020-09-19,55527.0,1366621.0,1422148.0,9204.0,4492.0
IN,2020-09-19,110759.0,1181856.0,1914449.0,86260.0,3503.0
MS,2020-09-19,93087.0,609799.0,702886.0,78971.0,2809.0
NC,2020-09-19,192248.0,2578772.0,2771020.0,167257.0,3235.0
ND,2020-09-19,17607.0,208895.0,556862.0,14319.0,195.0
NY,2020-09-19,449038.0,9373053.0,9822091.0,76101.0,25425.0
UT,2020-09-19,62852.0,683285.0,952067.0,50957.0,440.0
AR,2020-09-18,74082.0,794097.0,866435.0,65542.0,1173.0
CO,2020-09-18,63750.0,754119.0,1181829.0,6254.0,1913.0
CT,2020-09-18,55527.0,1366621.0,1422148.0,9204.0,4492.0
IN,2020-09-18,109683.0,1171755.0,1892398.0,86260.0,3495.0
MS,2020-09-18,91935.0,541497.0,633432.0,78971.0,2780.0
NC,2020-09-18,191019.0,2558001.0,2749020.0,167257.0,3207.0
ND,2020-09-18,17230.0,207963.0,550324.0,14060.0,187.0
NY,2020-09-18,448052.0,9263595.0,9711647.0,76036.0,25423.0
UT,2020-09-18,61775.0,677205.0,941801.0,50492.0,437.0
AR,2020-09-17,73211.0,783707.0,855321.0,64145.0,1166.0
CO,2020-09-17,63145.0,746096.0,1166910.0,6241.0,1911.0
CT,2020-09-17,55386.0,1352887.0,1408273.0,9204.0,4488.0
IN,2020-09-17,108646.0,1161004.0,1866052.0,85334.0,3478.0
MS,2020-09-17,91935.0,541497.0,633432.0,78971.0,2780.0
NC,2020-09-17,189576.0,2524599.0,2714175.0,167257.0,3180.0
ND,2020-09-17,16723.0,206447.0,540625.0,13828.0,185.0
NY,2020-09-17,447262.0,9174658.0,9621920.0,75962.0,25413.0
UT,2020-09-17,60658.0,672024.0,932632.0,50108.0,437.0
AR,2020-09-16,72219.0,773958.0,844689.0,64145.0,1157.0
CO,2020-09-16,62686.0,739236.0,1153853.0,6220.0,1905.0
CT,2020-09-16,55166.0,1339239.0,1394405.0,9142.0,4487.0
IN,2020-09-16,107809.0,1154083.0,1838954.0,84336.0,3472.0
MS,2020-09-16,91234.0,541497.0,632731.0,78971.0,2756.0
NC,2020-09-16,188024.0,2495360.0,2683384.0,167257.0,3149.0
ND,2020-09-16,16333.0,205724.0,534223.0,13628.0,175.0
NY,2020-09-16,446366.0,9084050.0,9530416.0,75903.0,25410.0
UT,2020-09-16,59747.0,666743.0,923462.0,49728.0,437.0
AR,2020-09-15,71357.0,800759.0,870884.0,63415.0,1010.0
CO,2020-09-15,62099.0,733634.0,1143941.0,6197.0,1905.0
CT,2020-09-15,55031.0,1335740.0,1390771.0,9142.0,4485.0
IN,2020-09-15,107229.0,1147502.0,1809547.0,83279.0,3460.0
MS,2020-09-15,90523.0,535788.0,626311.0,78971.0,2734.0
NC,2020-09-15,186887.0,2465553.0,2652440.0,167257.0,3111.0
ND,2020-09-15,16064.0,204581.0,529202.0,13328.0,175.0
NY,2020-09-15,445714.0,9009615.0,9455329.0,75847.0,25405.0
UT,2020-09-15,59000.0,661331.0,914423.0,49327.0,436.0
AR,2020-09-14,70627.0,757640.0,827089.0,62740.0,992.0
CO,2020-09-14,61699.0,729058.0,1134666.0,6184.0,1894.0
CT,2020-09-14,54895.0,1325093.0,1379988.0,9142.0,4485.0
IN,2020-09-14,106540.0,1140753.0,1783169.0,82311.0,3439.0
MS,2020-09-14,90018.0,535788.0,625806.0,78971.0,2706.0
NC,2020-09-14,185781.0,2449038.0,2634819.0,167257.0,3060.0
ND,2020-09-14,15831.0,204399.0,527535.0,12903.0,173.0
NY,2020-09-14,444948.0,8936703.0,9381651.0,75814.0,25394.0
UT,2020-09-14,58438.0,656484.0,906622.0,48934.0,436.0
AR,2020-09-13,70219.0,751849.0,820899.0,61819.0,981.0
CO,2020-09-13,61324.0,723206.0,1124181.0,6162.0,1889.0
CT,2020-09-13,54326.0,1276658.0,1330984.0,9142.0,4480.0
IN,2020-09-13,105804.0,1133180.0,1778789.0,81405.0,3438.0
MS,2020-09-13,89874.0,532919.0,622793.0,74098.0,2697.0
NC,2020-09-13,184936.0,2431172.0,2616108.0,156652.0,3052.0
ND,2020-09-13,15577.0,203029.0,523570.0,12655.0,171.0
NY,2020-09-13,444365.0,8873928.0,9318293.0,75767.0,25390.0
UT,2020-09-13,57875.0,654098.0,902549.0,48690.0,433.0
AR,2020-09-12,69710.0,750290.0,820354.0,61245.0,969.0
CO,2020-09-12,60907.0,716581.0,1111572.0,6156.0,1889.0
CT,2020-09-12,54326.0,1276658.0,1330984.0,9142.0,4480.0
IN,2020-09-12,104561.0,1102419.0,1771905.0,81089.0,3437.0
MS,2020-09-12,89620.0,532919.0,622539.0,74098.0,2685.0
NC,2020-09-12,183740.0,2397392.0,2581132.0,156652.0,3047.0
