id,date,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k
New Jersey,2021-01-15,6365,6330.71,71.27,67,80.57,0.91
New Hampshire,2021-01-15,722,764.0,56.19,11,8.86,0.65
Nevada,2021-01-15,1975,2047.86,66.49,40,42.14,1.37
Nebraska,2021-01-15,804,891.43,46.08,19,13.71,0.71
Montana,2021-01-15,535,436.71,40.86,7,5.29,0.49
Missouri,2021-01-15,2613,2803.0,45.67,29,49.0,0.8
Mississippi,2021-01-15,2342,2074.86,69.72,55,44.29,1.49
Minnesota,2021-01-15,1627,1659.71,29.43,33,32.86,0.58
Michigan,2021-01-15,2988,2825.33,28.29,39,90.86,0.91
Massachusetts,2021-01-15,5525,5743.71,83.33,76,74.86,1.09
Maryland,2021-01-15,2921,3020.29,49.96,45,39.71,0.66
Maine,2021-01-15,823,624.86,46.49,16,7.29,0.54
Louisiana,2021-01-15,3705,3346.0,71.98,0,35.29,0.76
Kentucky,2021-01-15,4039,3575.57,80.03,22,28.71,0.64
Kansas,2021-01-15,3803,1968.71,67.58,159,52.29,1.79
Iowa,2021-01-15,1368,1309.29,41.5,6,19.0,0.6
Indiana,2021-01-15,4672,4370.43,64.92,44,50.57,0.75
Illinois,2021-01-15,6571,6015.71,47.47,148,109.43,0.86
Idaho,2021-01-15,1279,886.71,49.62,13,11.43,0.64
Hawaii,2021-01-15,205,162.57,11.48,0,2.0,0.14
Georgia,2021-01-15,9568,9100.0,85.71,158,114.14,1.08
Florida,2021-01-15,16875,14116.43,65.73,186,161.86,0.75
District of Columbia,2021-01-15,320,290.43,41.15,0,4.71,0.67
Delaware,2021-01-15,662,746.29,76.64,7,6.43,0.66
Connecticut,2021-01-15,1878,2489.71,69.83,41,38.57,1.08
Colorado,2021-01-15,2285,2311.71,40.14,32,30.0,0.52
California,2021-01-15,39103,42518.0,107.61,701,531.57,1.35
Arkansas,2021-01-15,3124,2682.14,88.88,35,42.43,1.41
Arizona,2021-01-15,9051,8635.86,118.65,184,155.71,2.14
Alaska,2021-01-15,302,256.71,35.09,1,0.86,0.12
Alabama,2021-01-15,2945,3320.14,67.71,85,102.17,2.08
Northern Mariana Islands,2021-01-16,0,0.43,0.8,0,0.0,0.0
Guam,2021-01-16,7,11.0,6.53,1,0.29,0.17
Puerto Rico,2021-01-16,569,556.14,16.42,11,12.43,0.37
Virgin Islands,2021-01-16,0,17.71,16.67,0,0.14,0.13
Wyoming,2021-01-16,159,335.57,57.98,0,4.71,0.81
Wisconsin,2021-01-16,2409,2591.57,44.51,135,48.29,0.83
West Virginia,2021-01-16,1475,1192.29,66.53,28,27.29,1.52
Washington,2021-01-16,608,2152.0,28.26,0,32.83,0.43
Virginia,2021-01-16,6757,5096.57,59.71,50,46.43,0.54
Vermont,2021-01-16,181,160.71,25.76,0,1.0,0.16
Utah,2021-01-16,2077,2647.0,82.57,11,13.43,0.42
Texas,2021-01-16,18332,23006.0,79.34,369,305.71,1.05
Tennessee,2021-01-16,4656,4845.71,70.96,43,91.71,1.34
South Dakota,2021-01-16,341,339.57,38.38,4,9.0,1.02
South Carolina,2021-01-16,6455,4619.71,89.73,71,50.0,0.97
Rhode Island,2021-01-16,0,975.57,92.09,0,12.71,1.2
Pennsylvania,2021-01-16,6522,6918.86,54.05,210,215.29,1.68
Oregon,2021-01-16,1116,1133.71,26.88,37,27.57,0.65
Oklahoma,2021-01-16,3621,3827.14,96.72,27,30.57,0.77
Ohio,2021-01-16,7065,7218.57,61.75,78,76.57,0.66
North Dakota,2021-01-16,115,167.14,21.93,8,6.14,0.81
North Carolina,2021-01-16,7778,7795.57,74.33,64,84.57,0.81
New York,2021-01-16,15945,15654.71,80.47,173,190.71,0.98
New Mexico,2021-01-16,1088,1134.14,54.09,36,25.43,1.21
New Jersey,2021-01-16,5999,6129.0,69.0,94,80.0,0.9
New Hampshire,2021-01-16,445,724.86,53.31,19,9.29,0.68
Nevada,2021-01-16,1784,1937.57,62.9,60,43.86,1.42
Nebraska,2021-01-16,0,750.0,38.77,0,13.14,0.68
Montana,2021-01-16,331,420.0,39.3,2,4.86,0.45
Missouri,2021-01-16,1898,2606.14,42.46,25,47.86,0.78
Mississippi,2021-01-16,2680,2000.14,67.21,70,47.86,1.61
Minnesota,2021-01-16,1485,1519.14,26.94,37,32.0,0.57
Michigan,2021-01-16,2002,2701.5,27.05,119,74.86,0.75
Massachusetts,2021-01-16,5799,5513.0,79.99,74,72.71,1.05
Maryland,2021-01-16,3280,2952.57,48.84,47,42.14,0.7
Maine,2021-01-16,438,600.0,44.64,30,10.71,0.8
Louisiana,2021-01-16,0,3346.0,71.98,0,35.29,0.76
Kentucky,2021-01-16,3033,3395.57,76.0,25,29.43,0.66
Kansas,2021-01-16,30,1957.86,67.2,0,61.0,2.09
Iowa,2021-01-16,821,1225.29,38.84,64,27.71,0.88
Indiana,2021-01-16,3887,4073.43,60.51,41,45.86,0.68
Illinois,2021-01-16,5109,5798.71,45.76,145,115.57,0.91
Idaho,2021-01-16,572,863.0,48.29,1,11.0,0.62
Hawaii,2021-01-16,156,152.29,10.76,2,1.71,0.12
Georgia,2021-01-16,8563,8675.86,81.71,143,114.86,1.08
Florida,2021-01-16,12119,13641.29,63.51,205,171.43,0.8
District of Columbia,2021-01-16,397,297.14,42.1,5,4.86,0.69
Delaware,2021-01-16,645,699.57,71.84,14,6.71,0.69
Connecticut,2021-01-16,0,2489.71,69.83,0,38.57,1.08
Colorado,2021-01-16,1816,2086.57,36.23,23,25.43,0.44
California,2021-01-16,37564,41137.14,104.11,446,527.71,1.34
Arkansas,2021-01-16,2543,2633.14,87.25,30,40.43,1.34
Arizona,2021-01-16,7637,8333.43,114.49,188,166.43,2.29
Alaska,2021-01-16,184,238.0,32.53,0,0.71,0.1
Alabama,2021-01-16,3153,3075.86,62.73,89,99.0,2.02
Northern Mariana Islands,2021-01-17,0,0.43,0.8,0,0.0,0.0
Guam,2021-01-17,3,10.29,6.1,1,0.43,0.25
Puerto Rico,2021-01-17,858,608.86,17.98,0,10.43,0.31
Virgin Islands,2021-01-17,94,31.14,29.32,0,0.14,0.13
Wyoming,2021-01-17,295,361.57,62.47,0,4.71,0.81
Wisconsin,2021-01-17,1891,2558.0,43.93,1,48.0,0.82
West Virginia,2021-01-17,697,1087.0,60.65,15,27.71,1.55
Washington,2021-01-17,2400,2423.29,31.82,0,32.67,0.43
Virginia,2021-01-17,9914,5778.43,67.7,23,49.43,0.58
Vermont,2021-01-17,142,155.71,24.95,0,1.0,0.16
Utah,2021-01-17,1585,2548.29,79.49,7,14.29,0.45
Texas,2021-01-17,12476,22782.14,78.57,166,306.86,1.06
Tennessee,2021-01-17,4150,4452.71,65.2,36,85.29,1.25
South Dakota,2021-01-17,266,318.0,35.95,23,10.14,1.15
South Carolina,2021-01-17,5762,4808.43,93.39,129,60.86,1.18
Rhode Island,2021-01-17,0,975.57,92.09,0,12.71,1.2
Pennsylvania,2021-01-17,5673,6748.71,52.72,122,218.57,1.71
Oregon,2021-01-17,793,1074.57,25.48,1,27.71,0.66
Oklahoma,2021-01-17,3314,3373.86,85.26,35,32.29,0.82
Ohio,2021-01-17,5247,7098.43,60.73,65,81.86,0.7
North Dakota,2021-01-17,150,166.0,21.78,3,6.57,0.86
North Carolina,2021-01-17,5988,7395.57,70.51,65,73.71,0.7
New York,2021-01-17,13694,15281.29,78.55,194,194.57,1.0
New Mexico,2021-01-17,744,1068.57,50.96,22,26.14,1.25
New Jersey,2021-01-17,5136,6056.14,68.18,25,79.0,0.89
New Hampshire,2021-01-17,919,752.0,55.31,6,9.14,0.67
Nevada,2021-01-17,1625,1869.86,60.71,20,44.86,1.46
Nebraska,2021-01-17,1019,844.71,43.67,1,12.86,0.66
Montana,2021-01-17,337,438.43,41.02,4,5.14,0.48
Missouri,2021-01-17,1277,2460.0,40.08,3,47.29,0.77
Mississippi,2021-01-17,1606,1913.29,64.29,40,50.57,1.7
Minnesota,2021-01-17,1333,1401.14,24.84,40,31.43,0.56
Michigan,2021-01-17,98,2708.5,27.12,0,74.86,0.75
Massachusetts,2021-01-17,4414,5335.57,77.41,69,71.57,1.04
Maryland,2021-01-17,2445,2827.86,46.77,26,42.14,0.7
Maine,2021-01-17,340,608.71,45.28,4,11.29,0.84
Louisiana,2021-01-17,4127,3164.43,68.07,123,47.14,1.01
Kentucky,2021-01-17,2278,3284.71,73.52,8,29.14,0.65
Kansas,2021-01-17,0,1956.71,67.16,0,61.0,2.09
Iowa,2021-01-17,403,1209.86,38.35,2,26.43,0.84
Indiana,2021-01-17,3169,3798.86,56.43,23,46.43,0.69
Illinois,2021-01-17,4077,5717.0,45.12,31,108.14,0.85
Idaho,2021-01-17,260,839.29,46.96,2,10.43,0.58
Hawaii,2021-01-17,121,144.14,10.18,2,1.86,0.13
Georgia,2021-01-17,6274,8457.29,79.65,6,115.57,1.09
Florida,2021-01-17,11093,13467.0,62.7,133,175.0,0.81
District of Columbia,2021-01-17,314,294.29,41.7,3,4.71,0.67
Delaware,2021-01-17,922,717.29,73.66,0,6.29,0.65
Connecticut,2021-01-17,0,2489.71,69.83,0,38.57,1.08
Colorado,2021-01-17,1458,1986.0,34.49,14,25.0,0.43
California,2021-01-17,31547,39584.86,100.18,200,513.29,1.3
Arkansas,2021-01-17,976,2296.86,76.11,18,38.29,1.27
Arizona,2021-01-17,3648,7905.14,108.61,18,160.71,2.21
Alaska,2021-01-17,283,242.14,33.1,0,0.71,0.1
Alabama,2021-01-17,1917,2956.86,60.3,1,93.33,1.9
Northern Mariana Islands,2021-01-18,0,0.43,0.8,0,0.0,0.0
Guam,2021-01-18,1,8.86,5.26,1,0.57,0.34
Puerto Rico,2021-01-18,558,638.71,18.86,0,8.71,0.26
Virgin Islands,2021-01-18,0,31.14,29.32,0,0.14,0.13
Wyoming,2021-01-18,345,330.43,57.09,0,4.71,0.81
Wisconsin,2021-01-18,1169,2484.71,42.67,23,50.57,0.87
West Virginia,2021-01-18,988,1075.29,60.0,8,27.14,1.51
Washington,2021-01-18,443,1809.71,23.77,3,30.33,0.4
Virginia,2021-01-18,7245,6166.29,72.24,10,49.43,0.58
Vermont,2021-01-18,163,163.14,26.15,0,1.0,0.16
Utah,2021-01-18,1082,2488.14,77.61,7,14.29,0.45
Texas,2021-01-18,11240,20992.71,72.4,111,305.43,1.05
Tennessee,2021-01-18,2623,4219.57,61.79,38,79.29,1.16
South Dakota,2021-01-18,115,308.57,34.88,11,11.71,1.32
South Carolina,2021-01-18,3280,4830.0,93.81,11,60.29,1.17
Rhode Island,2021-01-18,0,548.0,51.73,0,8.29,0.78
Pennsylvania,2021-01-18,3743,6360.43,49.68,80,218.43,1.71
Oregon,2021-01-18,646,1034.86,24.54,10,26.14,0.62
Oklahoma,2021-01-18,1837,3081.29,77.87,7,31.29,0.79
Ohio,2021-01-18,4312,6587.0,56.35,81,82.71,0.71
North Dakota,2021-01-18,70,159.71,20.96,0,6.57,0.86
North Carolina,2021-01-18,1043,6188.71,59.01,6,70.86,0.68
New York,2021-01-18,13410,15171.43,77.99,183,192.71,0.99
New Mexico,2021-01-18,626,1025.14,48.89,26,27.71,1.32
New Jersey,2021-01-18,3853,5844.14,65.8,19,75.14,0.85
New Hampshire,2021-01-18,1000,793.86,58.38,0,9.14,0.67
Nevada,2021-01-18,1020,1770.86,57.49,0,40.14,1.3
Nebraska,2021-01-18,314,796.14,41.16,3,10.43,0.54
Montana,2021-01-18,191,403.86,37.79,1,5.14,0.48
Missouri,2021-01-18,1246,2122.86,34.59,8,45.57,0.74
Mississippi,2021-01-18,1457,1946.14,65.39,3,48.29,1.62
Minnesota,2021-01-18,969,1399.57,24.82,12,32.57,0.58
Michigan,2021-01-18,3452,2388.83,23.92,19,70.57,0.71
Massachusetts,2021-01-18,3301,5199.86,75.44,53,71.29,1.03
Maryland,2021-01-18,1769,2649.0,43.82,29,42.14,0.7
Maine,2021-01-18,317,609.29,45.33,3,10.86,0.81
Louisiana,2021-01-18,971,3102.43,66.74,50,47.86,1.03
Kentucky,2021-01-18,2166,3224.0,72.16,34,30.71,0.69
Kansas,2021-01-18,3293,1728.29,59.32,23,47.0,1.61
Iowa,2021-01-18,931,1186.86,37.62,1,26.43,0.84
Indiana,2021-01-18,2498,3629.29,53.91,30,46.29,0.69
Illinois,2021-01-18,3412,5467.0,43.14,67,107.71,0.85
Idaho,2021-01-18,24,726.29,40.64,0,8.14,0.46
Hawaii,2021-01-18,115,137.43,9.71,0,1.86,0.13
Georgia,2021-01-18,4985,8032.71,75.66,61,122.0,1.15
Florida,2021-01-18,8002,12956.43,60.32,137,171.86,0.8
District of Columbia,2021-01-18,182,291.43,41.29,7,5.14,0.73
Delaware,2021-01-18,616,726.14,74.57,0,4.29,0.44
Connecticut,2021-01-18,6703,2395.29,67.18,76,36.29,1.02
Colorado,2021-01-18,1390,1928.0,33.48,8,24.43,0.42
California,2021-01-18,25394,37409.14,94.68,149,480.14,1.22
Arkansas,2021-01-18,1109,2274.14,75.36,32,37.43,1.24
Arizona,2021-01-18,5400,7358.71,101.1,0,186.5,2.56
Alaska,2021-01-18,155,239.14,32.69,0,0.71,0.1
Alabama,2021-01-18,1430,2861.14,58.35,1,91.33,1.86
Northern Mariana Islands,2021-01-19,1,0.14,0.27,0,0.0,0.0
Guam,2021-01-19,30,12.29,7.29,0,0.57,0.34
Puerto Rico,2021-01-19,434,563.71,16.64,0,8.29,0.24
Virgin Islands,2021-01-19,23,16.71,15.73,0,0.0,0.0
Wyoming,2021-01-19,214,264.29,45.66,28,4.0,0.69
Wisconsin,2021-01-19,1933,2288.43,39.3,44,48.43,0.83
West Virginia,2021-01-19,1011,1088.14,60.72,31,25.86,1.44
Washington,2021-01-19,2780,1879.43,24.68,46,25.33,0.33
Virginia,2021-01-19,4526,6161.29,72.18,59,45.86,0.54
Vermont,2021-01-19,101,153.43,24.59,0,0.71,0.11
Utah,2021-01-19,1302,2370.29,73.93,7,12.14,0.38
Texas,2021-01-19,21882,20253.0,69.85,318,308.43,1.06
Tennessee,2021-01-19,2510,4028.29,58.99,41,64.29,0.94
South Dakota,2021-01-19,127,291.86,32.99,0,11.71,1.32
South Carolina,2021-01-19,2854,4994.43,97.0,11,57.0,1.11
Rhode Island,2021-01-19,2623,810.43,76.5,40,10.71,1.01
Pennsylvania,2021-01-19,6865,6306.14,49.26,77,196.57,1.54
Oregon,2021-01-19,617,953.86,22.62,5,21.0,0.5
Oklahoma,2021-01-19,1558,2988.14,75.52,43,33.29,0.84
Ohio,2021-01-19,4989,6159.57,52.7,55,76.29,0.65
North Dakota,2021-01-19,137,159.57,20.94,2,6.43,0.84
North Carolina,2021-01-19,8182,6595.29,62.88,65,72.71,0.69
New York,2021-01-19,12721,14875.71,76.47,180,192.14,0.99
New Mexico,2021-01-19,691,997.14,47.55,17,25.86,1.23
New Jersey,2021-01-19,4627,5850.0,65.86,54,67.57,0.76
New Hampshire,2021-01-19,845,794.43,58.43,5,8.57,0.63
Nevada,2021-01-19,1356,1589.0,51.59,10,34.71,1.13
Nebraska,2021-01-19,459,713.86,36.9,6,7.86,0.41
Montana,2021-01-19,368,396.14,37.07,0,3.71,0.35
Missouri,2021-01-19,2391,2109.29,34.37,17,25.29,0.41
Mississippi,2021-01-19,1193,1881.14,63.21,50,41.43,1.39
Minnesota,2021-01-19,919,1343.0,23.81,6,31.57,0.56
Michigan,2021-01-19,2358,2335.5,23.39,47,62.57,0.63
Massachusetts,2021-01-19,3085,4856.71,70.46,44,68.0,0.99
Maryland,2021-01-19,1973,2550.86,42.19,54,40.43,0.67
Maine,2021-01-19,386,562.29,41.83,5,10.0,0.74
Louisiana,2021-01-19,2138,2735.71,58.85,71,50.43,1.08
Kentucky,2021-01-19,2365,3147.29,70.45,27,29.29,0.66
Kansas,2021-01-19,208,1725.86,59.24,1,47.17,1.62
Iowa,2021-01-19,1220,1149.71,36.44,8,15.71,0.5
Indiana,2021-01-19,2734,3569.86,53.03,126,51.71,0.77
Illinois,2021-01-19,4588,5180.86,40.88,35,93.86,0.74
Idaho,2021-01-19,1428,799.29,44.73,30,10.86,0.61
Hawaii,2021-01-19,59,130.43,9.21,2,2.14,0.15
Georgia,2021-01-19,8201,7870.14,74.12,212,126.0,1.19
Florida,2021-01-19,9816,12230.71,56.95,162,172.71,0.8
District of Columbia,2021-01-19,226,262.29,37.16,4,5.14,0.73
Delaware,2021-01-19,401,695.0,71.37,5,4.29,0.44
Connecticut,2021-01-19,2094,2167.43,60.79,12,33.29,0.93
Colorado,2021-01-19,1688,1944.86,33.77,11,21.0,0.36
California,2021-01-19,39101,36440.14,92.22,648,469.29,1.19
Arkansas,2021-01-19,1331,2005.86,66.47,43,37.86,1.25
Arizona,2021-01-19,6746,6755.57,92.81,1,121.67,1.67
Alaska,2021-01-19,129,238.71,32.63,1,0.71,0.1
Alabama,2021-01-19,2515,2670.71,54.47,5,79.0,1.61
Northern Mariana Islands,2021-01-20,0,0.14,0.27,0,0.0,0.0
Guam,2021-01-20,0,10.14,6.02,0,0.57,0.34
Puerto Rico,2021-01-20,140,553.43,16.34,14,8.29,0.24
Virgin Islands,2021-01-20,22,19.86,18.69,0,0.0,0.0
Wyoming,2021-01-20,202,262.14,45.29,0,4.0,0.69
Wisconsin,2021-01-20,1851,2157.0,37.05,62,51.0,0.88
West Virginia,2021-01-20,857,1040.71,58.07,21,23.57,1.32
Washington,2021-01-20,1968,1828.14,24.01,1,18.83,0.25
Virginia,2021-01-20,4515,6149.43,72.05,63,44.14,0.52
Vermont,2021-01-20,150,157.57,25.25,2,1.0,0.16
Utah,2021-01-20,2159,1937.57,60.44,11,9.86,0.31
Texas,2021-01-20,28029,20925.14,72.17,456,319.43,1.1
Tennessee,2021-01-20,4026,3983.29,58.33,86,57.86,0.85
South Dakota,2021-01-20,277,266.86,30.16,0,9.0,1.02
South Carolina,2021-01-20,5525,4923.57,95.63,69,59.57,1.16
Rhode Island,2021-01-20,810,770.14,72.7,13,10.14,0.96
Pennsylvania,2021-01-20,5674,5969.14,46.63,401,201.43,1.57
Oregon,2021-01-20,675,862.0,20.44,25,17.86,0.42
Oklahoma,2021-01-20,1986,2713.71,68.58,48,33.86,0.86
Ohio,2021-01-20,6378,6113.43,52.3,73,75.43,0.65
North Dakota,2021-01-20,151,157.43,20.66,1,6.43,0.84
North Carolina,2021-01-20,9198,7167.86,68.34,71,67.29,0.64
New York,2021-01-20,11119,14363.57,73.84,215,198.29,1.02
New Mexico,2021-01-20,881,959.43,45.76,34,28.86,1.38
New Jersey,2021-01-20,5439,5501.57,61.94,155,71.57,0.81
New Hampshire,2021-01-20,728,758.86,55.81,12,9.29,0.68
Nevada,2021-01-20,1005,1597.86,51.88,75,39.0,1.27
Nebraska,2021-01-20,1969,785.14,40.59,22,9.43,0.49
Montana,2021-01-20,397,370.0,34.62,1,3.57,0.33
Missouri,2021-01-20,2169,2069.14,33.71,196,47.14,0.77
Mississippi,2021-01-20,1702,1846.86,62.06,64,46.14,1.55
Minnesota,2021-01-20,1224,1305.43,23.15,34,29.29,0.52
Michigan,2021-01-20,2412,2218.33,22.21,35,62.0,0.62
Massachusetts,2021-01-20,4514,4656.14,67.55,80,67.14,0.97
Maryland,2021-01-20,2168,2500.43,41.36,39,40.71,0.67
Maine,2021-01-20,701,544.71,40.52,11,11.0,0.82
Louisiana,2021-01-20,2493,2678.14,57.61,59,51.57,1.11
Kentucky,2021-01-20,3441,3016.43,67.52,51,30.86,0.69
Kansas,2021-01-20,3524,1578.71,54.19,58,40.17,1.38
Iowa,2021-01-20,1485,1089.43,34.53,62,23.14,0.73
Indiana,2021-01-20,2886,3461.0,51.41,63,52.29,0.78
Illinois,2021-01-20,4827,5050.0,39.85,131,95.14,0.75
Idaho,2021-01-20,676,740.71,41.45,0,10.5,0.59
Hawaii,2021-01-20,68,126.86,8.96,1,1.86,0.13
Georgia,2021-01-20,7946,7780.14,73.28,194,134.0,1.26
Florida,2021-01-20,11914,11934.14,55.57,142,168.86,0.79
District of Columbia,2021-01-20,144,257.57,36.5,2,4.57,0.65
Delaware,2021-01-20,464,657.43,67.51,5,4.57,0.47
Connecticut,2021-01-20,1915,1936.86,54.33,44,27.14,0.76
Colorado,2021-01-20,1415,1805.57,31.35,36,22.14,0.38
California,2021-01-20,19329,33247.43,84.14,611,478.29,1.21
Arkansas,2021-01-20,2520,2013.43,66.72,55,36.43,1.21
Arizona,2021-01-20,7678,7146.14,98.18,298,146.0,2.01
Alaska,2021-01-20,167,222.14,30.37,23,3.86,0.53
Alabama,2021-01-20,3112,2665.71,54.37,157,74.71,1.52
